Economy,Economy Code,Gallup World Poll identifier,Weight,Respondent is female,Respondent age,Respondent education level,Within-economy household income quintile,Has an account,Has an account at a financial institution,Has a mobile money account,Has a debit card,If has debit card: card in own name,If has debit card: used card in past 12 months,Has a credit card,If has credit card: used card in past 12 months,If does not have account: b/c too far away,If does not have account: b/c too expensive,If does not have account: b/c lack documentation,If does not have account: b/c lack trust,If does not have account: b/c religious reasons,If does not have account: b/c lack of money,If does not have account: b/c family member already has one,If does not have account: b/c cannot get one,If does not have account: b/c no need for financial services,If has account: any deposit into account in past 12 months,If has any deposit into account: number of monthly deposits,If has account: any withdrawal from account in past 12 months,If has any withdrawal from account: number of monthly withdrawals,If has account: most frequent mode of cash withdrawal,If has account: made a transaction using a mobile phone,Made payments online using the Internet,Saved in past 12 months: for farm/business purposes,Saved in past 12 months: for old age,Saved in past 12 months: for education or school fees,Saved in past 12 months: using an account at a financial institution,Saved in past 12 months: using an informal savings club,"Has loan from a financial institution for house, apartment, or land",Borrowed in past 12 months: from a financial institution,Borrowed in past 12 months: from a store (store credit),Borrowed in past 12 months: from family or friends,Borrowed in past 12 months: from another private lender,Borrowed in past 12 months: for education or school fees,Borrowed in past 12 months: for medical purposes,Borrowed in past 12 months: for farm/business purposes,Possibility of coming up with emergency funds,If able to come up with emergency funds: main source,Sent domestic remittances in past 12 months,If sent domestic remittances: in cash,If sent domestic remittances: through a financial institution,If sent domestic remittances: through a mobile phone,If sent domestic remittances: through an MTO,Received domestic remittances in past 12 months,If received domestic remittances: in cash,If received domestic remittances: through a financial institution,If received domestic remittances: through a mobile phone,If received domestic remittances: through an MTO,Paid utility bills in past 12 months,If paid utility bills: in cash,If paid utility bills: using an account,If paid utility bills: through a mobile phone,Paid school fees in past 12 months,If paid school fees: in cash,If paid school fees: using an account,If paid school fees: through a mobile phone,Received wage payments in past 12 months,If received wage payments: work in public sector,If received wage payments: in cash,If received wage payments: into an account or to a card,If received wage payments: through a mobile phone,If received cashless wage payments: account use,If received cashless wage payments: account type,Received government transfers in past 12 months,If received government transfers: in cash,If received government transfers: into an account or to a card,If received government transfers: through a mobile phone,If received cashless government transfers: account use,If received cashless government transfers: account type,Received agricultural payments in past 12 months,If received agricultural payments: in cash,If received agricultural payments: into an account,If received agricultural payments: through a mobile phone,Saved in the past year,Borrowed in the past year
India,IND,141863252,1.372641187,1 male,50,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,3 money is not deposited in a typical month,yes,3 money is not taken out in a typical month,2 you get it over the counter in a branch of your financial institution,no,no,yes,yes,yes,no,no,no,no,no,yes,no,no,yes,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,yes,yes
India,IND,202180196,0.423868502,1 male,30,completed primary or less,1 poorest 20%,yes,yes,no,(ref),,,no,,,,,,,,,,,yes,3 money is not deposited in a typical month,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
India,IND,148091792,0.557242015,1 male,27,secondary,3 middle 20%,no,no,no,no,,,no,,yes,yes,yes,no,no,no,no,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,127349069,0.490639427,2 female,45,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,yes,yes,yes,no,no,yes,yes,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,167619512,0.168108725,1 male,40,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,3 money is not deposited in a typical month,yes,3 money is not taken out in a typical month,2 you get it over the counter in a branch of your financial institution,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,yes,3 not very possible,"5 (a/an [insert local terminology for private lenders (i.e., loan shark or pawn shop)])",no,,,,,yes,yes,no,no,no,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
India,IND,120900338,1.335650141,1 male,62,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,3 money is not deposited in a typical month,yes,3 money is not taken out in a typical month,2 you get it over the counter in a branch of your financial institution,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,yes,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
India,IND,134543433,1.073591827,1 male,17,secondary,3 middle 20%,no,no,no,no,,,no,,no,no,yes,no,no,yes,yes,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,188870888,0.642218855,2 female,25,completed primary or less,3 middle 20%,no,no,no,no,,,no,,yes,yes,yes,no,no,yes,yes,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,166317729,0.622049248,1 male,36,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,no,no,no,no,yes
India,IND,114840396,0.282935043,1 male,19,completed tertiary or more,1 poorest 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,no,,no,,1 you get it at an atm,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,no,yes
India,IND,143470435,1.073591827,1 male,15,secondary,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,yes,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,no,no,no,no,no
India,IND,151051742,1.193543197,2 female,55,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,yes,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
India,IND,161087063,1.11173222,2 female,42,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,no,no,no,no,no
India,IND,124911092,0.168108725,1 male,45,completed primary or less,2 second 20%,no,no,no,no,,,no,,yes,yes,yes,no,no,yes,no,no,no,,,,,,,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,yes,yes
India,IND,120135278,1.304503706,1 male,32,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,yes,no,no,no,yes,yes,no,no,,,,,,,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,yes,yes
India,IND,172170160,0.256930206,2 female,35,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,no,no,no,no,no,yes,no,yes,,,,,,,no,no,no,no,no,no,(ref),no,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,187607337,0.168108725,2 female,40,completed primary or less,5 richest 20%,no,no,no,no,,,no,,no,yes,yes,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,4 not at all possible,,no,,,,,yes,yes,no,no,no,no,,,,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,yes,yes
India,IND,169860771,0.246943543,1 male,55,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,no,no,no,no,no,yes,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,161993850,0.168108725,1 male,35,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,3 money from working or a loan from an employer,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,208740235,0.336323052,2 female,40,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,no,,,,,no,,,,,no,,,,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,no,no
India,IND,206006753,2.259383642,2 female,18,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,yes,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,167485103,1.293001816,1 male,65,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,3 not very possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,197654782,1.054209253,1 male,40,secondary,2 second 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,179866938,1.86345472,1 male,35,completed primary or less,2 second 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,no,,no,,6 (dk),no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,121893988,1.923876219,2 female,30,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,(dk),no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,189646929,0.282526741,1 male,19,completed tertiary or more,2 second 20%,yes,yes,no,yes,yes,no,yes,no,,,,,,,,,,yes,1 one or two times per month,no,,1 you get it at an atm,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,3 not very possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,177390529,2.043700317,1 male,48,completed primary or less,1 poorest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,1 you get it at an atm,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,209015245,1.703083598,1 male,45,completed primary or less,1 poorest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,6 (dk),no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,136146897,1.206047851,1 male,18,secondary,1 poorest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,1 you get it at an atm,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,123331825,2.152938872,1 male,25,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,179535876,0.437215938,2 female,15,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,116226035,0.718486657,2 female,22,secondary,5 richest 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,125371678,0.631090048,1 male,25,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,123089874,0.234572133,1 male,60,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,5 (refused),yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,yes
India,IND,131492905,0.691389523,1 male,25,secondary,3 middle 20%,no,no,no,no,,,no,,yes,yes,no,(ref),no,yes,no,(dk),(dk),,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
India,IND,210568366,0.832595915,2 female,38,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,133752027,0.378700821,2 female,20,secondary,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,5 (refused),yes,5 (refused),2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,yes,no,yes,no,2 over time as needed,"2 you had an account before, but this account was opened so you could receive payments from the government.",no,,,,yes,yes
India,IND,157906133,0.913130069,2 female,50,completed primary or less,2 second 20%,no,no,no,no,,,no,,yes,yes,yes,(dk),no,yes,yes,no,(dk),,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
India,IND,203319082,1.665191831,2 female,43,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,1 one or two times per month,yes,2 three or more times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,201087509,2.885814329,2 female,30,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,yes,(dk),no,no,no,no,yes,no,no,,,,,,,no,no,no,no,no,no,(ref),no,no,yes,yes,no,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,(ref),,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,135657777,0.378700821,2 female,18,secondary,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,no,(dk),no,no,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,(ref),,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,141318284,2.074168569,1 male,28,secondary,2 second 20%,no,no,no,no,,,no,,yes,(dk),no,(dk),no,yes,yes,(dk),no,,,,,,,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,no,yes
India,IND,135061852,2.503970382,1 male,28,secondary,1 poorest 20%,no,no,no,no,,,no,,yes,yes,yes,no,no,yes,yes,(dk),(dk),,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
India,IND,161353515,0.202827087,1 male,32,completed tertiary or more,2 second 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1 very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,190476312,0.217339924,2 female,40,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,no,no,no,no,no,yes,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,185509740,0.292013448,2 female,21,completed primary or less,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,185870325,0.801705587,1 male,63,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,208700468,0.490172208,1 male,24,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,178596973,0.219010086,2 female,15,completed primary or less,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,128169211,0.642471692,2 female,25,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,193493475,0.283046432,1 male,23,completed tertiary or more,2 second 20%,yes,yes,no,yes,no,no,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,141797951,0.584458811,1 male,50,secondary,4 fourth 20%,yes,yes,no,yes,no,no,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,206404061,0.210776344,2 female,22,completed tertiary or more,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,155412902,1.237930726,2 female,25,secondary,1 poorest 20%,no,no,no,no,,,no,,no,(dk),yes,(dk),no,no,yes,(dk),(dk),,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,4 not at all possible,,no,,,,,no,,,,,no,,,,(dk),,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,211023183,1.112169902,2 female,40,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,5 (refused),(ref),,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,(dk),yes,no,no,yes,yes,4 not at all possible,,no,,,,,no,,,,,(dk),,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,167005350,0.719808271,2 female,16,secondary,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,yes,4 (dk),2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,(dk),,,,no,,,,no,,,,,,,yes,no,yes,no,2 over time as needed,"2 you had an account before, but this account was opened so you could receive payments from the government.",no,,,,no,no
India,IND,163235392,0.876688217,1 male,48,secondary,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,1 one or two times per month,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,(dk),,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,yes
India,IND,184847137,1.068940782,1 male,70,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,yes,(dk),no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,4 not at all possible,,no,,,,,no,,,,,(dk),,,,no,,,,no,,,,,,,yes,no,no,no,,,no,,,,no,yes
India,IND,178776030,0.406582097,2 female,50,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,yes,5 (refused),2 you get it over the counter in a branch of your financial institution,no,(dk),no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,4 not at all possible,,no,,,,,no,,,,,(dk),,,,no,,,,no,,,,,,,yes,no,yes,no,2 over time as needed,"3 this was your first account, and it was opened so you could receive payments from the government.",no,,,,no,yes
India,IND,192722848,0.406582097,2 female,45,completed primary or less,1 poorest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,yes,2 three or more times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,4 not at all possible,,no,,,,,no,,,,,(dk),,,,no,,,,no,,,,,,,yes,no,yes,no,2 over time as needed,"3 this was your first account, and it was opened so you could receive payments from the government.",no,,,,no,yes
India,IND,189997983,1.029831084,1 male,58,secondary,1 poorest 20%,no,no,no,no,,,no,,yes,(dk),no,(dk),no,yes,yes,(dk),(ref),,,,,,,(dk),no,no,no,no,no,no,no,no,yes,yes,no,yes,no,4 not at all possible,,no,,,,,no,,,,,(dk),,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,190664334,0.642471692,2 female,33,completed primary or less,1 poorest 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,5 (refused),yes,5 (refused),2 you get it over the counter in a branch of your financial institution,no,(dk),no,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,(dk),,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,122748158,0.622294145,1 male,35,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,(ref),no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,4 not at all possible,,no,,,,,no,,,,,(dk),,,,no,,,,yes,no,yes,no,(dk),,,yes,yes,no,(dk),,,no,,,,no,yes
India,IND,139837399,0.471222434,2 female,22,completed primary or less,2 second 20%,yes,yes,no,yes,no,no,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,198931665,1.224257629,2 female,40,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,(dk),no,no,no,yes,yes,no,(dk),,,,,,,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,124320867,0.853769855,2 female,30,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,113266882,0.788609525,2 female,65,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,(dk),yes,(dk),(ref),yes,no,(dk),no,,,,,,,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,4 not at all possible,,no,,,,,no,,,,,(ref),,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,191889746,0.992867518,2 female,22,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,126936371,0.168108725,1 male,35,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,1 one or two times per month,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,yes,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,yes,yes
India,IND,131540371,0.660313291,2 female,32,secondary,3 middle 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,no,,no,,1 you get it at an atm,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,194193392,1.320626583,2 female,25,secondary,4 fourth 20%,no,no,no,no,,,no,,yes,(dk),yes,(dk),(dk),yes,yes,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,3 not very possible,"2 family, relatives, or friends",yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
